x_roll, y_pitch, z_yaw
4.9867005, 19.977606, 3.2830734
9.923676, 19.910477, 6.5439925
14.761694, 19.79876, 9.760753
19.452513, 19.642708, 12.911648
23.949356, 19.442669, 15.975415
28.207384, 19.199091, 18.931381
32.184135, 18.91252, 21.759598
35.839954, 18.583597, 24.44098
39.138386, 18.213058, 26.957436
42.04654, 17.801737, 29.291983
44.53542, 17.35055, 31.428867
46.5802, 16.860508, 33.353672
48.1605, 16.33271, 35.053406
49.26055, 15.768339, 36.516598
49.869392, 15.168656, 37.733376
49.98095, 14.5350065, 38.69553
49.59411, 13.868807, 39.39657
48.71273, 13.171552, 39.83176
47.3456, 12.444799, 39.998165
45.506355, 11.69018, 39.894665
43.21333, 10.909382, 39.521954
40.48939, 10.104155, 38.88255
37.361706, 9.276299, 37.980766
33.86146, 8.427672, 36.82269
30.023556, 7.560173, 35.416134
25.886267, 6.6757436, 33.770588
21.490845, 5.7763653, 31.897161
16.88112, 4.8640513, 29.80849
12.103065, 3.940845, 27.518675
7.204319, 3.0088139, 25.043161
2.2337341, 2.070045, 22.398659
-2.759125, 1.1266408, 19.603008
-7.7244706, 0.18071347, 16.67508
-12.61279, -0.7656185, 13.634625
-17.375338, -1.710236, 10.502165
-21.964624, -2.6510236, 7.2988367
-26.334885, -3.5858748, 4.046256
-30.442541, -4.512696, 0.76637083
-34.24663, -5.4294114, -2.5186856
-37.709225, -6.333969, -5.786746
-40.79579, -7.2243423, -9.015758
-43.47555, -8.098538, -12.183931
-45.72179, -8.954598, -15.269887
-47.5121, -9.7906065, -18.252802
-48.828632, -10.60469, -21.112547
-49.658257, -11.395026, -23.829826
-49.992702, -12.159844, -26.386301
-49.828636, -12.897433, -28.76472
-49.16769, -13.60614, -30.949038
-48.01646, -14.284378, -32.92451
-46.38642, -14.930629, -34.677807
-44.293827, -15.543445, -36.1971
-41.759552, -16.121454, -37.472134
-38.808857, -16.66336, -38.49431
-35.471172, -17.167953, -39.25672
-31.779778, -17.6341, -39.75423
-27.771484, -18.060759, -39.983482
-23.486261, -18.446974, -39.94292
-18.966839, -18.79188, -39.632828
-14.2582855, -19.094704, -39.05529
-9.407552, -19.354769, -38.21421
-4.463008, -19.571491, -37.11526
0.5260396, -19.744387, -35.765858
5.5098414, -19.873068, -34.175106
10.438701, -19.957247, -32.353745
15.263469, -19.996735, -30.314056
19.936033, -19.991442, -28.06981
24.4098, -19.941383, -25.63615
28.64016, -19.846668, -23.029497
32.584927, -19.70751, -20.26744
36.204765, -19.52422, -17.36862
39.46358, -19.297207, -14.352597
42.328876, -19.026983, -11.239722
44.77208, -18.71415, -8.051002
46.768826, -18.359411, -4.807953
48.299206, -17.963558, -1.5324603
49.34796, -17.52748, 1.7533733
49.90463, -17.052149, 5.027375
49.963665, -16.538633, 8.267452
49.524475, -15.988084, 11.451741
48.59144, -15.401731, 14.558753
47.173862, -14.780888, 17.567524
45.28588, -14.1269455, 20.457748
42.946323, -13.441368, 23.209923
40.178513, -12.725691, 25.80548
37.010056, -11.981517, 28.226898
33.47254, -11.210511, 30.457844
29.60125, -10.414402, 32.48326
25.434782, -9.594972, 34.28948
16.385035, -7.8935347, 37.197136
11.591999, -7.0153384, 38.278954
6.6833696, -6.1214323, 39.102463
1.7080961, -5.213818, 39.66211
-3.2842102, -4.294528, 39.954117
-8.243768, -3.3656216, 39.976517
-13.1211195, -2.4291782, 39.729153
-17.867632, -1.4872952, 39.213696
-22.435972, -0.5420814, 38.433628
-26.780588, 0.40434617, 37.39421
-30.858154, 1.3498683, 36.102455
-34.628014, 2.2923677, 34.56708
-38.052567, 3.2297335, 32.79845
-41.097675, 4.159867, 30.808493
-43.732964, 5.080685, 28.610643
-45.932163, 5.9901257, 26.219727
-47.673336, 6.8861527, 23.651882
-48.939125, 7.766759, 20.924433
-49.716908, 8.629972, 18.055786
-49.998924, 9.473862, 15.0653
-49.782364, 10.296535, 11.973152
-49.06939, 11.09615, 8.800211
-47.867107, 11.870918, 5.567885
-46.187508, 12.619103, 2.2979872
-44.047337, 13.339029, -0.9874172
-41.467937, 14.029085, -4.2661586
-38.475033, 14.687725, -7.516112
-35.098465, 15.313475, -10.715346
-31.371904, 15.904931, -13.842275
-27.332512, 16.460772, -16.875795
-23.020567, 16.979752, -19.795437
-18.479067, 17.460707, -22.581501
-13.753299, 17.902561, -25.215183
-8.890387, 18.304327, -27.678715
-3.938821, 18.665104, -29.955471
1.052021, 18.984081, -32.030087
6.0323725, 19.260548, -33.888565
10.952571, 19.493883, -35.518364
15.763554, 19.683565, -36.90848
20.417345, 19.82917, -38.049545
24.867542, 19.930368, -38.93385
29.069765, 19.986938, -39.555428
32.982113, 19.998749, -39.910088
36.56557, 19.965776, -39.995434
39.78441, 19.888094, -39.810894
42.606525, 19.765875, -39.357708
45.00378, 19.599394, -38.638935
46.952274, 19.389023, -37.659428
48.432568, 19.135233, -36.425797
49.429905, 18.838593, -34.946365
49.93434, 18.499765, -33.231113
49.94085, 18.119513, -31.29162
49.449356, 17.698683, -29.14097
48.464767, 17.238222, -26.793678
46.996902, 16.739157, -24.265583
45.0604, 16.202608, -21.573742
42.67456, 15.629775, -18.736324
39.863186, 15.021942, -15.772471
36.654305, 14.380469, -12.702188
33.079918, 13.706795, -9.546189
29.175665, 13.002426, -6.325773
24.980482, 12.26894, -3.0626705
20.5362, 11.507979, 0.2210987
15.887136, 10.72125, 3.503376
11.07965, 9.91051, 6.7620125
6.1616807, 9.077579, 9.975019
1.182269, 8.2243185, 13.120714
-3.808932, 7.352642, 16.177872
-8.762152, 6.4645, 19.12586
-13.627997, 5.561882, 21.944786
-18.357948, 4.646809, 24.615631
-22.904839, 3.7213302, 27.120369
-27.223328, 2.787518, 29.4421
-31.270353, 1.8474637, 31.565155
-35.005558, 0.90327233, 33.47521
-38.3917, -0.042941827, 35.15937
-41.395008, -0.9890598, 36.60628
-43.985535, -1.9329629, 37.80617
-46.13745, -2.8725376, 38.750942
-47.8293, -3.8056796, 39.434227
-49.044205, -4.7302995, 39.851406
-49.770054, -5.644326, 39.999672
-49.999607, -6.545714, 39.878017
-49.730583, -7.432443, 39.487267
-48.965652, -8.302529, 38.83006
-47.712456, -9.154022, 37.910824
-45.98348, -9.985017, 36.735767
-43.795967, -10.793652, 35.31282
-41.171738, -11.578115, 33.65158
-38.13695, -12.336652, 31.76326
-34.721874, -13.067563, 29.6606
-30.96056, -13.769211, 27.357794
-26.890514, -14.440025, 24.870377
-22.552324, -15.078503, 22.215134
-17.98925, -15.683215, 19.409983
-8.372237, -16.786003, 13.426559
-3.4141982, -17.28161, 10.288663
1.577886, -17.738518, 7.0813384
6.554236, -18.155703, 3.8262296
11.465229, -18.53223, 0.545301
16.261894, -18.86726, -2.7393072
20.896399, -19.160038, -6.0054307
25.32253, -19.40991, -9.2310295
29.496153, -19.616316, -12.394337
33.37565, -19.778795, -15.474008
36.92233, -19.896982, -18.44926
40.100834, -19.970615, -21.300018
42.87946, -19.999525, -24.007042
45.230503, -19.98365, -26.552069
47.130524, -19.923025, -28.917921
48.56057, -19.817785, -31.088634
49.506382, -19.668167, -33.049564
49.95853, -19.474504, -34.787476
49.912502, -19.237232, -36.290638
49.368763, -18.956882, -37.548916
48.332733, -18.63408, -38.55381
46.81474, -18.26955, -39.298546
44.829926, -17.864109, -39.778095
42.398075, -17.418663, -39.989223
39.543446, -16.934212, -39.930504
36.2945, -16.411839, -39.602333
32.68363, -15.852715, -39.006927
28.746853, -15.25809, -38.1483
24.523417, -14.629298, -37.032253
20.05544, -13.967746, -35.66631
15.387478, -13.274915, -34.059692
10.566075, -12.552357, -32.22324
5.63931, -11.80169, -30.169342
0.65631104, -11.024595, -27.911865
-4.3332324, -10.222813, -25.466038
-9.279566, -9.398137, -22.848368
-14.133367, -8.552417, -20.076515
-18.846231, -7.6875443, -17.169188
-23.371168, -6.8054566, -14.146002
-27.663054, -5.9081297, -11.02736
-31.67909, -4.997572, -7.834305
-35.379234, -4.0758233, -4.5883837
-38.72658, -3.1449475, -1.3115005
-41.68776, -2.207029, 1.9742327
-44.23324, -1.2641683, 5.246644
-46.337635, -0.31847656, 8.48365
-47.979965, 0.6279283, 11.66341
-49.143852, 1.572927, 14.764464
-49.81769, 2.5144033, 17.765888
-49.99476, 3.4502492, 20.647429
-49.673294, 4.378369, 23.38964
-48.8565, 5.296684, 25.974018
-47.55252, 6.2031374, 28.383125
-45.77436, 7.0957003, 30.600702
-43.539753, 7.9723735, 32.611786
-40.870975, 8.831194, 34.402805
-37.794647, 9.6702385, 35.961674
-34.34144, 10.487627, 37.277874
-30.545786, 11.281531, 38.342525
-26.445541, 12.050172, 39.14844
-22.081587, 12.791828, 39.69018
-17.49744, 13.50484, 39.964096
-12.738814, 14.187609, 39.96833
-7.853161, 14.838607, 39.702858
-2.8891973, 15.456377, 39.169476
2.1035762, 16.039534, 38.371773
7.0753736, 16.586775, 37.315144
11.976617, 17.09687, 36.006706
16.758432, 17.568682, 34.4553
21.373138, 18.001148, 32.671387
25.774717, 18.393307, 30.66701
29.919277, 18.744276, 28.45569
33.765488, 19.053268, 26.052353
37.275, 19.319597, 23.473213
40.41282, 19.54266, 20.735678
43.147648, 19.721962, 17.85822
45.45222, 19.8571, 14.860252
47.303555, 19.94777, 11.762009
48.683193, 19.99377, 8.584394
49.577374, 19.994997, 5.3488536
49.977184, 19.95145, 2.0772185
49.878635, 19.863224, -1.2084335
49.282707, 19.730518, -4.485931
48.195347, 19.553629, -7.7331576
46.627396, 19.33295, -10.928201
44.59449, 19.068981, -14.0495
42.116898, 18.76231, -17.075994
39.219326, 18.413622, -19.98726
35.93067, 18.0237, -22.76365
32.283726, 17.593418, -25.386435
28.314857, 17.123737, -27.83791
24.063639, 16.615711, -30.101534
19.572464, 16.070477, -32.162033
14.886117, 15.489256, -34.005505
10.051331, 14.873348, -35.619507
5.116315, 14.224134, -36.993153
0.13028038, 13.543068, -38.117165
-4.857053, 12.831675, -38.983963
-9.795953, 12.091546, -39.587696
-14.637171, 11.324341, -39.924294
-19.33243, 10.531775, -39.991486
-23.834911, 9.715627, -39.78881
-28.099718, 8.877722, -39.317642
-32.08432, 8.019937, -38.58116
-35.74899, 7.1441913, -37.58433
-39.05718, 6.252448, -36.333885
-41.9759, 5.3467035, -34.838257
-44.476044, 4.4289856, -33.10754
-46.53269, 3.50135, -31.153418
-48.12532, 2.5658736, -28.989069
-49.238064, 1.6246513, -26.629103
-49.859814, 0.6797909, -24.089443
-49.984375, -0.26659176, -21.38723
-49.610508, -1.2123774, -18.540693
-48.741936, -2.1554482, -15.569046
-47.387325, -3.0936923, -12.492339
-45.560177, -4.025008, -9.331333
-43.278717, -4.947311, -6.10736
-40.565693, -5.8585353, -2.842174
-37.44816, -6.75664, 0.44219065
-33.957203, -7.6396146, 3.7235715
-30.127632, -8.505481, 6.9798255
-25.997639, -9.352302, 10.18898
-21.608404, -10.178179, 13.329379
-17.003695, -10.981263, 16.379831
-12.229429, -11.759757, 19.319754
-7.3332157, -12.511917, 22.129307
-2.3638768, -13.236058, 24.78953
2.6290338, -13.93056, 27.282475
7.5957284, -14.593865, 29.591316
12.48668, -15.224491, 31.700478
17.253119, -15.821024, 33.595722
21.847513, -16.382128, 35.264267
26.22405, -16.906548, 36.694847
30.339088, -17.393106, 37.877808
34.151592, -17.840717, 38.805172
37.623547, -18.248375, 39.47068
40.72033, -18.61517, 39.86984
43.41106, -18.940279, 39.999958
45.668903, -19.222975, 39.860153
47.47135, -19.462624, 39.451378
48.80043, -19.658688, 38.776382
49.642883, -19.81073, 37.839725
49.990307, -19.91841, 36.647724
49.839245, -19.981485, 35.208427
49.191196, -19.999815, 33.531544
48.052628, -19.97336, 31.628387
46.43489, -19.902176, 29.511805
44.35412, -19.786425, 27.196077
41.83106, -19.626366, 24.696829
38.89087, -19.422356, 22.030928
35.56287, -19.174852, 19.216362
31.880249, -18.88441, 16.272125
27.879726, -18.55168, 13.218083
23.601194, -18.177406, 10.074846
19.087318, -17.762426, 6.863624
14.383108, -17.30767, 3.6060863
9.535473, -16.814157, 0.32421452
4.592753, -16.282991, -2.9598448
-0.39576468, -15.7153635, -6.2239313
-5.380336, -15.112542, -9.446019
-10.311256, -14.475879, -12.604364
-15.139355, -13.806799, -15.677656
-19.816488, -13.106801, -18.645155
-24.296017, -12.377453, -21.486837
-28.533272, -11.620387, -24.183525
-32.486, -10.8373, -26.717024
-36.114788, -10.029943, -29.070236
-39.38345, -9.200128, -31.227283
-42.259388, -8.349709, -33.173607
-44.71393, -7.4805923, -34.896076
-46.72259, -6.594724, -36.383068
-48.26535, -5.6940885, -37.62455
-49.32682, -4.7807016, -38.612137
-49.89642, -3.8566089, -39.339172
-49.96846, -2.92388, -39.800747
-49.542233, -1.9846039, -39.993744
-48.62198, -1.0408833, -39.916866
-47.21688, -0.09483186, -39.57063
-45.34095, 0.8514319, -38.95737
-43.012894, 1.7957891, -38.081226
-40.25592, 2.7361248, -36.948112
-37.097527, 3.6703334, -35.56567
-33.569206, 4.596323, -33.943233
-29.706144, 5.5120196, -32.091747
-25.54686, 6.4153733, -30.023706
-21.132828, 7.304361, -27.753067
-16.508066, 8.176991, -25.295149
-11.71869, 9.03131, -22.66654
-6.8124585, 9.865405, -19.884977
-1.8382946, 10.677408, -16.96923
3.1542, 11.465502, -13.938975
8.115242, 12.227919, -10.81466
12.995361, 12.9629545, -7.617368
17.745893, 13.668961, -4.3686743
22.31947, 14.344358, -1.0905007
26.67048, 14.987634, 2.195032
30.75554, 15.597346, 5.465752
34.533916, 16.172132, 8.69959
37.967926, 16.710703, 11.8747225
41.023335, 17.211851, 14.969725
43.669666, 17.674458, 17.96371
45.880535, 18.097485, 20.83648
47.633896, 18.479986, 23.568644
48.912266, 18.821104, 26.141766
49.702892, 19.120075, 28.538483
49.9979, 19.376228, 30.742624
49.79434, 19.588993, 32.739315
49.094242, 19.757893, 34.51508
47.90459, 19.882545, 36.057938
46.237247, 19.962675, 37.357475
44.108837, 19.998102, 38.404926
38.558105, 19.934628, 39.71704
35.19113, 19.83587, 39.97285
31.473244, 19.692694, 39.958923
27.441511, 19.505417, 39.675354
23.13614, 19.274462, 39.124054
18.600061, 19.000345, 38.308746
13.878507, 18.68368, 37.234932
9.01856, 18.325176, 35.90986
4.068683, 17.925634, 34.342464
-0.9217659, 17.485952, 32.543327
-5.9030232, 17.007113, 30.524588
-10.8254175, 16.490189, 28.299868
-15.639863, 15.936338, 25.884182
-20.298353, 15.3468, 23.293829
-24.754433, 14.722896, 20.546291
-28.963667, 14.066021, 17.660105
-32.884087, 13.377648, 14.65475
-36.47659, 12.659318, 11.550505
-39.70536, 11.91264, 8.368317
-42.5382, 11.139285, 5.1296587
-44.94686, 10.340985, 1.8563865
-46.907322, 9.519528, -1.4294128
-48.40004, 8.676755, -4.7055664
-49.410122, 7.8145504, -7.949967
-49.927498, 6.934847, -11.140721
